id,text,level
1676546,"«В Америке спальней считают комнату со встроенным шкафом. Если его нет, это уже den».

Поправлю - den буквально переводится как берлога и это спальня без окон, а не без встроенного шкафа. Понятно, что в такой спальне и шкафа не будет, но den - конкретно спальня без окон.",0
1364243,"Как же вовремя я наткнулась на ваш пост) в детстве в кайф было шить на всяких куколок, сейчас хочу вспомнить былое и хоть как-то выбраться из депрессии. В распоряжении есть старая ножная машинка, наверное надо все-таки раскошелиться на ""нормальную"")",0
1290478,"Всегда завидовал людям, которые  абзац основной идеи (мысли) могут растянуть на многостраничный водянистый лонгрид!
Особенно когда в живом диалоге задаёшь короткий вопрос человеку и получаешь монолог на мин. 25!... Эх, скорей бы нас уже заменили чатботы на английском)",0
1800751,"Автор, предлагаю вам вакансию менеджера по зп значительно лучше. Есть предложение и вашему партнёру. Производство в Барнауле набираем штат в связи с расширением.",0
137569,"Смотрю у тех, кто ""против"" и беременность, и роды прошли гладко, и дети родились здоровые, и с ГВ проблем не было. Но что, если бесплатных нормальных врачей и роддомов в округе нет, ГВ не заладилось? Ведение беременности + роды в Москве - это уже 200к.",0
73102,"Была в Венгрии, но еще не доехала до Будапешта, подскажите какая там погода в ноябре?",0
1953554,"У меня 1 вопрос к автору: если вы понимаете что не бывает хорошей колбасы по 100 руб кг, то зачем вы её покупали? Вы собираетесть сэкономить на что-то там, и покупаете заведомо непригодный к употреблению продукт, который есть не будете и выбросите.
Логики ноль.",0
938502,Свадьба моей мечты стоит 7 904 048. Для меня это адекватная цена.,0
1723095,"Отличная статья, спасибо! Все, кто ниже пишут бред про раболепие, готовы теперь до конца жизни отдыхать на даче и в Анапе, чтоб АВВ и Эпл локти кусали, что они больше их смартфоны не покупают и сервисы не пользуют😅",0
1540447,"Собака на улице должна быть в наморднике, вне зависимости от породы. Это избавит и хозяина и окружающих от ряда проблем.",0
180891,Полностью поменяла бы жизнь на сказку в Швейцарии! И поверьте этих бы денег даже бы не хватило!!!!,0
616724,"Купил ""Страдающее средневековье"", идея классная, оформление и персонажи - прикольные. Но игра оказалась не интересной, правила не совсем очевидные, много раз перечитывал, думая, что неправильно понял. Игра не держит и не захватывает",0
127563,Добрый день. Купила квартиру и открыла ИИС. Через три года вычет по квартире еще не будет выплачен. Как быть с вычетом по ИИС. Он пропадет? Спасибо,0
210265,"Как будто с ипотекой под 6% для семей с двумя детьми не так! Такая же ерунда с процентами, если вдруг государство прекратит субсидирование",0
1795596,"А чтобы поменять дверь нужно показывать документы, 6а собственность? Или ксиву гаишника?",0
1280400,"1. Фотка не по теме.
2. Проект есть? Он согласован? 
3. Запрос в жилинспекцию сделан? Какой ответ?",0
869821,"Мечтаю повторить ваш подвиг! Дело осложняется отсутствием такого золотого брата. Но в любом случае приобрету дачу. И именно ""бабушкин вариант"" - в них есть душа.",0
991035,"Человек на выходе из тяжелой депрессии живет лучше, чем я - в легкой депрессии.
Что-то явно мне нужно делать с моим состоянием.. ))))))",0
1738031,"Посмотрел на днях «В духе Рождества» с Рейнольдсом, по Диккенсу. По мне так незаслуженно низкие оценки. Хороший, красивый мьюзикл.",0
273863,"Я работаю дизайнером на удаленке, за 30 000 Р/мес. и из данного списка я трачу деньги лишь на еду. По сути для работы я не трачу ничего, подписки, обучение и подобные вещи оплачивает руководство.",0
76893,"И что это за термин ОЖИДАЕМАЯ продолжительность жизни , которая все время растет ? Это могут нарисовать по просьбе ВВП !!!  А заболевания органов пищеварения , ТК отменили все ГОСТы и питаться стали чем попало .",0
1853165,"Доброго утра! Возможно изучение Бхагават Гиты (то же священное писание, как и Библия и Коран) сможет изменить понимание. Марина Таргакова очень правдивые вещи рассказывает про эту книгу, и в целом про психологию. Очень интересно. И кстати все на бесплатной основе, работают за пожертвования. Инфоцыганство так не работает.",0
934472,"Вы молодец! Согласна с вами, язык надо поддерживать всю свою жизнь. У меня хобби английский язык. Половина моего чтения на английском языке ежедневно. Язык я начала учить под сорок лет, возраст здесь не помеха, есть  Cambridge certificat, были классные преподаватели, мне очень повезло!",0
639968,"> Черновой ремонт оказался неплохим, его тоже не нужно было переделывать

Ну это читерство =) И электрику не делал. С самым дорогим повезло. Завидую я в общем",0
1637830,"Я последний день в отпуске и уже скучаю по нему. При одной мысли о работе такая тоска накатывает, хоть вой...",0
768338,"Ух ты, автор я теперь ваш фанат))) как тут подписаться на следующую серию (ТЖ сделайте плиз кнопку).
Как будто сценарий к кино прочитала. Про девушку с сильным характером и необычным образом жизни",0
1821619,"Как же скучно.
Вот вам и доказательство, что с нормальным жоходом можно жить скучнее пенсионеров.
А почему у вашего парня внж по удалённой работе, раз его мать официально имеет внж в Италии? 
Молдаване и Албании официально перевозят своих взрослых совершеннолетних детей и престарелых родителей",0
1846116,"Удивляет позиция вашей мамы. Возможно, вы были влюблённой юной дурочкой, сколько вам было лет? Но она то взрослый человек, и пустить ситуацию на самотёк?",0
1654907,"Вернулись от туда 2 недели назад, тоже планировали маршрут сами, провели в стране 15 дней. Очень запал в душу ближний восток, планирую ещё поездки в регион.",0
1620636,"Когда перешла на удаленку и начала более-менее стабильно бегать,  перестала простывать вообще.",0
1945493,"Пифы - зло! Шорты - зло! Плечи - зло! Стратегии, анализы, прогнозы - сомнительно... Балом правит толпа, ну и новости(не всегда)...
Трейдер, инвестор, стаж - 4 года, образование - бухучёт и аудит",0
1497714,"Я просто выношу книги в подъезд к лифту, по-немногу.  Обычно все разбирают. Я и сама беру, когда кто-то выносит.  Жалею, что нет у нас практики ""гаражных распродаж"", как в Америке, я бы кучу вещей отдала бы за копейки, лишь бы они приносили пользу.",0
1713795,"Спасибо за обзор!
Жаль не стали заморачиваться насчет NFC(показывать как работает).",0
954008,"Не понимаю. Родина показывает, что у нас запрещена пропаганда нетрадиционных ценностей, но при этом скинхеды разгуливают по городу. Фу.",0
434153,"Сдавала свою квартиру посуточно через Airbnb.com перед тем, как начать делать ремонт! Так как рядом с домом несколько больниц, то квартира вообще не простаивала. Для себя сделала вывод, что при вложении в ремонт и сдаче посуточно можно отбить две-три цены супротив сдачи помесячно!",0
410896,"Как задекларировать продажу криптовалюты проданной за наличные или на p2p площадке (то есть когда нет никаких подтверждающих документов)? 

Какие будут отличия если криптовалюта была куплена или намайнена?",0
1874129,"Интересно, модераторы есть в этой рубрике?
Как допускаются откровенно оскорбительные комментарии?
Добивающие человека, находящегося в шатком эмоциональном положении",0
1871663,В первую очередь убрать все углеводы после 15 часов! После этого времени углеводы превращаются в жир. Лечилась у диетолога. За 10 месяцев похудела на 35 кг на правильном питании.,0
1082139,"Сомневаюсь, что эти часы чего нибудь стоят. Вас надули, как последнюю лохушку. Понятно, что в полицию вы не пойдёте, а пойдёте так ни свидетелей, ни доказательств у вас нет.",0
214491,"в очередной раз убедился что умение зарабатывать деньги не то же самое что и умение ими распоряжаться, к огромному сожалению. автору сочувствую",0
1729557,"Никто никому не должен, все верно..то что Вам мужчина не хамит - это может быть не от чувства долга, а потому что он не хочет Вам хамить. Ну и так далее.  Строить отношения на ""ты мне должен ""-ну такое себе",0
1787807,"Из московских вузов удалить РУДН, добавить МИРЭА, тот факультет, который МИТХТ был",0
133236,"Анна, вы молодец! Отличный тандем у вас с мамой. И мама держит себя в тонусе и вам поддержка. Успехов на новом месте! Думаю, что с наработанным опытом у вас все получится достаточно быстро. Считаю, что это вполне приемлемая форма поддержки родителей. [url]http://saxophonistkyiv.com[/url]",0
1694195,Уже второй день читаю про стипендии московских вузах по  20.000. Причём которые слабо бьются с текстом и непонятно зачем вообще про это писать. Я так понимаю текст на правах рекламы?,0
820765,"Спасибо за статью, интересно. С удовольствием бы так пожила: с одной стороны, до центра недалеко, с другой, есть свой садик, а это просто блаженство.",0
1766492,"За достопримечательностями надо было ехать в Иорданию, а за развлечениями - в Бахрейн.",0
1252233,"Тоже сдавала HSK5, но только после одного года учёбы в Китае
Жаль что сейчас это уже считается не C1, а B1 (Intermediate) уровнем, т.к. добавили HSK7-9",0
410257,"Учитесь играть на укулеле, а там и до гитары недалеко, принцип тот же, только струн больше, перкуссию можно делать и пальцы тренировать, чтобы доставать соседние Лады.",0
1129372,"Моя кошка, которая больше оценит коробку от когтеточки (как и любую другую): прикол
Но в интерьере смотрится замечательно, хочется приобрести!",0
1621713,Сегодня пробовала. Сразу же спалила сестра. Заставили это читать. Достаточно интересная статья. Впечатления не очень. Мне не понравилось,0
283301,"Судя по размытости описания второй истории, там очень сильно врут. Либо в доходах врут, либо в тратах что-то странное до невозможности, потому что долг при таких доходах довольно мелкий.

Не люблю такое.",0
1412201,"К сожалению кнопки ""генератиная заливка"" у себя в фотошопе не наблюдаю(",0
1907276,"А ещё подумайте, что вы платите 22% в пенсионный фонд, а ваш начальник скорее всего нет. Потому что с определённого дохода взносы почему-то не платятся.",0
1311988,"Слушайте, а где найти такую работу? Хочу такую зарплату! )))
Готова писать круглосуточно )))",0
1160376,"Если родитель один, на пенсии, , второй умер а ребёнок инвалид и учиться на очном в университете. Положены ли выплаты до 24 лет.",0
1490846,"На первом свидании считаю. что каждый сам за себя.
Если отношения стабильные, то привилегия оплатить счёт у мужчины, иначе зачем он нужен. если он не в состоянии оплатить счёт...)))",0
1947149,Аспект в котором любая начальная теория есть математическая модель окружающего мира существующая предположительно в параллельных мирах подтвержденного в 100 тыс. экспериментов.,0
910401,"""Я доверился «партнеру» по онлайн-казино, но так и не получил часть общего выигрыша"" - собственно статью можно и не читать с такими вводными)",0
1892714,"Читайте Ратникова, если хотите локальное очистное сооружение по уму. Остальное все фикция.",0
1496764,"""Это не ваши деньги, у вас свои есть
Вы сами сознательно и бессознательно влияете на свои деньги. Ваш потенциал поистине высок — высвободите его с помощью вкусной еды и хорошего сна, а потом садитесь писать книгу о своей жизни.""

и что означает сей бред?",0
318273,"Статья в целом дилетантская. Почему даже расписать лень. Долго с телефона это. Лучше ЗоЗПП читайте. Особенно любителей обращаться в СЦ с заменой и возвратом товара, а также за устрашением недостатков касается. Чтобы потом не было мучительно больно.",0
1715971,"Свердловская область, Тугулымский район, ездили, было интересно, застали и пообщались с двумя бабушками, одно но, далеко не все хотят общения, у каждого на это свои взгляды",0
1843748,"Я IT-рекрутер, и относительно недавно узнала, что во всем мире, кроме РФ, это чистой воды мужская профессия.",0
375274,"Реклама мощная, теперь осталось рассказать как ухаживать , мыть и производить чистку самой посудомоечной машины, сколько времени тратится и как это отражается на маникюре.",0
36913,Я уже потерял двадцать две тысячи с вашими опросами кто мне их вернёт,0
1874697,"Базовые праздники это фигня ещё. А вот когда у тебя в коллективе религиозные и пожилые люди тебя будут в рабочем чатике поздравлять со всеми религиозными праздниками, днём пионерии, 1 мая и прочая. Да не по одному разу, а от каждого. Замучаешься сохраненки вацап чистить потом.",0
477209,"С такими легкими симптомами недомогания как: кашель, насморк можно делать прививку или лучше дождаться «идеального» самочувствия?",0
1666253,"А еще лучше кольцо вагинальное
Таблетки лично я все время забывала принять
Больше нет болей, месячные не похожи на потоп и настроение более стабильное (прежде раз месяц приходило понимание, что все тлен и жизнь бесполезна, нужно просто лечь и плакать)",0
629176,"Могли бы и авиакомпании поить пассажиров вкусным чаем, а не непонятными опилками из общего чайника",0
130476,"Я как-то добровольно проходила проверку на полиграфе, из любопытства. Прикольный опыт.",0
50082,"Работал - получал зп за счёт налогов. Вышел на пенсию - получает её за счёт налогов. Стабильно, однако.
Забавно читать о том, что мол МВД делают много полезного. Их настолько стало впоследнее время много, что на всех не хватает полезных дел.",0
1650798,"Добрый день, до какого возраста ИП выдают гранты, я читал что до 25 лет?",0
1692005,"Очень круто, что вы делаете это так долго и не бросаете!",0
1521172,"Не поняла про работу МАМЫ. Работа, конечно, тяжёлая, но 90 процентов женщин совмещают её с другой работой)",0
1193461,"Здравствуйте! Для ИП на патенте  - как уменьшить сумму патента за счёт страховых взносов? Какой теперь порядок? Напишите, пожалуйста, пошаговый алгоритм.",0
1636275,"У меня то же самое. Когда обсыпало волдырями впервые, они не проходили до осени. Избегаю солнца и наношу солнцезащитный крем.",0
1544128,"Вот недавно услышала такое: синдром отложенной жизни. Это про меня и моих знакомых, все живём на съёмном.",0
148056,"Да блядь... Особенно рекомендации про спонтанные покупки, когда наперёд просчитываешь куда копейку потратить. На хуй катитесь с этим дерьмо-тестом.",0
1249573,"подскажите, пожалуйста, можно ли пополнять счет в Interactive Brokers  c дебетовой карты Bank Of America? если да, то как выглядит процесс?",0
327080,"А как быть, если нет возможности вернутся в тот магазин, где покупал?

Брал в ленте сыр достаточно дорогой. Он оказался испорченным. А я в городе был проездом и зашёл в другую ленту. Но в возврате отказали.",0
1773874,"Никак, все эти таблички вгоняют в уныние, ориентируюсь на траты в банковском приложении.",0
546076,"Работодатель платит меньше, чем указано в договоре. Вроде праздничные дни из зарплаты не вычитаются. Хочу пожаловаться в трудовую. Может ли работодатель уволить за жалобу или просто так ""капризного"" работника? Были ли такие случаи?",0
1705310,"Белые и черные базовые футболки из Юникло, взяла с расчетом 2 штуки на год), но растянула на 2 года, до сих пор выглядят отлично)",0
1712294,"Вам удается увидеть собранную мебель по вашим эскизам? Как научились понимать мебельные размеры, нюансы по фурнитуре, габариты встраиваемой техники и отображать это на эскизе? 

Я смог рисовать только после практики - установок мебели.",0
1771418,"Ветврач — это же не только оперирующий хирург? Это может быть терапевт первичного приема, ветдиетолог, дерматолог, рассматривали такие варианты?
Сочувствую вам и желаю не терять мотивацию и силы!",0
1726925,вам в 28 лет мама готовит? офигеть ))) удачи конечно. в смысле - удачи в  сепарации,0
142287,"Сергей, полтора года это вообще ниочем. Это только научился держать руки перед лицом. При всем уважении",0
219656,"Я в Питер переехал с одной сумкой вещей и почти нулем денег.  Было трудно, но была цель. Прижился, обжился =)

И у вас все получится!",0
508932,"Решаю эту проблему туалетной бумагой и хлоргексидином, можно еще влажные салфетки прихватить или бутылочку с водой.

Такая себе гигиеничность и экологичность. Расставить всё это в грязном туалете и потом выкинуть не 1 тампон, а кучу салфеток и тары.",0
1917347,"Молодец,  девушка!!! Рассказала все чётко и грамотно! А если кому то не нравится,  не надо писать в комментариях. Просто высказывает свой вкус и свою любовь к  одежде!!! Спасибо!!",0
1465115,"Хотим поехать на Эрджиес в сентябре, подняться на канатке и немного прогуляться. Подскажите, пожалуйста, какие виды открываются сверху?",0
512631,"У моей знакомой была такая же ситуация, и ей удалось выиграть и получить компенсацию. Так что может смысл и есть. Просто вам не повезло, может надо обратиться к юристу, адвокату?",0
768299,"Важно официальное трудоустройство и высокая зарплата. В серую никогда работать не стану, ну если только какая-то жесть произойдет из ряда вон.",0
972229,"Роскошный рассказ! Спасибо за правду без прикрас и потрясающее чувство юмора! Наслаждаться жизнью, несмотря ни на что, вы точно умеете! Так что пожелаю здоровья малышу! И да, определенно продолжайте радовать читателей - слог у вас замечательный!",0
1984275,"Тут, как говорится, всё познается в сравнении. Когда приезжаю в Россию из Турции, Грузии и уж тем более из Юго-Восточной Азии, чувствую себя как в раю для пешеходов. А от уступающих дорогу водителей на пешеходных переходах хочется вообще прослезиться от счастья :)",0
1503790,"Создать приложку, которая рандомные тексты выводит и зарабатывать на наивности людей. Ну да, достижение конечно…",0
1913541,"25 лет назад был 2000год. 1999, если точно. Стоит только погуглить, какие игры вышли в эти годы, и сразу понятно, что это не ""монетки собирать"". 

Не, ну мб вы про телефон...",0
1683016,"Серьезно?!
Просто интересно, а чем вам не угодил iPhone 15 Pro и почему не попал в ваш топ? 🤔",0
1437370,"в основном вся посуда Röndell. сковородок уверенно хватает на 3 года. 
как-то давно купила дешевую сковородку - ее хватило меньше чем на месяц, больше стараюсь не экспериментировать и совсем дешевые не брать. также были oursson и swiss diamond, тоже хватило на три года.",0
1486981,"круто! Вы молодец, что не отказываете себе в путешествии и не ждете 18ия дитячки) многие просто ставят крест на себе после рождения ребенка.",0
406942,"Мне не дали, дом под условия подходил, кредитная история у меня хорошая. пришлось брать под 7.7% проценты в рф грабительские",0
206111,"Эталонная реализация принципа: ""Когда человек с деньгами встречает человека с опытом, человек с опытом уходит с деньгами, а человек у которого были деньги уходит с опытом.""",0
964032,"А мы наоборот жили в Барселоне неделю, а потом на море неделю , в Тоссе де Мар- рекомендую. Ехали туда автобусом ,поскольку поезда идут только до Бланеса. Кстати,в Саграду не пошли.",0
1373462,"А что случилось в 2022 году, что так сильно повлияло на ваш вес?",0
361430,Я туплю малость. Ее можно скачать и локально вести в простом Экселе?,0
1418725,"про линейную регрессию
Я каждый раз плюсы минусы аккуратно проверяю в корнях квадратичного уравнения - просто слишком глубоко закопано)
Удачи!",0
